date,item,quantity,unit_price,revenue,time
2024-03-14,Blue Pea Flower Tea,10,4.62,46.2,16:11:24
2024-03-14,Sourdough Toast,18,6.17,110.98,16:12:00
2024-03-14,Almond Butter Croissant,13,5.29,68.8,16:12:37
2024-03-14,Vegan Morning Bun,15,5.84,87.64,16:13:13
2024-03-15,Single-Origin Pour Over,14,5.64,79.01,16:13:49
2024-03-15,Oat Milk Latte,10,5.79,57.93,16:14:26
2024-03-15,Honey Lavender Latte,13,6.66,86.58,16:15:02
2024-03-15,Turmeric Ginger Latte,14,6.64,93.02,16:15:39
2024-03-15,Cold Brew Concentrate,9,6.06,54.58,16:16:15
2024-03-15,Nitro Cold Brew,17,6.61,112.39,16:16:51
2024-03-15,Matcha Espresso Fusion,1,6.85,6.85,16:17:28
2024-03-15,Blue Pea Flower Tea,7,4.35,30.45,16:18:04
2024-03-15,Sourdough Toast,9,6.23,56.09,16:18:41
2024-03-15,Almond Butter Croissant,14,5.23,73.23,16:19:17
2024-03-15,Vegan Morning Bun,15,6.14,92.05,16:19:53
2024-03-16,Single-Origin Pour Over,9,5.48,49.28,16:20:30
2024-03-16,Oat Milk Latte,3,6.15,18.45,16:21:06
2024-03-16,Honey Lavender Latte,6,6.48,38.88,16:21:43
2024-03-16,Turmeric Ginger Latte,15,6.3,94.57,16:22:19
2024-03-16,Cold Brew Concentrate,5,5.95,29.77,16:22:55
2024-03-16,Nitro Cold Brew,1,6.33,6.33,16:23:32
2024-03-16,Matcha Espresso Fusion,17,7.04,119.63,16:24:08
2024-03-16,Blue Pea Flower Tea,7,4.56,31.95,16:24:45
2024-03-16,Sourdough Toast,18,5.77,103.87,16:25:21
2024-03-16,Almond Butter Croissant,14,5.11,71.54,16:25:57
2024-03-16,Vegan Morning Bun,13,5.73,74.49,16:26:34
2024-03-17,Single-Origin Pour Over,15,5.77,86.57,16:27:10
2024-03-17,Oat Milk Latte,1,6.32,6.32,16:27:47
2024-03-17,Honey Lavender Latte,14,6.84,95.74,16:28:23
2024-03-17,Turmeric Ginger Latte,10,6.4,63.99,16:28:59
2024-03-17,Cold Brew Concentrate,6,5.62,33.74,16:29:36
2024-03-17,Nitro Cold Brew,12,6.39,76.64,16:30:12
2024-03-17,Matcha Espresso Fusion,7,6.7,46.9,16:30:49
2024-03-17,Blue Pea Flower Tea,19,4.75,90.27,16:31:25
2024-03-17,Sourdough Toast,15,6.16,92.47,16:32:01
2024-03-17,Almond Butter Croissant,14,5.44,76.09,16:32:38
2024-03-17,Vegan Morning Bun,1,5.9,5.9,16:33:14
2024-03-18,Single-Origin Pour Over,10,5.64,56.41,16:33:51
2024-03-18,Oat Milk Latte,8,5.81,46.46,16:34:27
2024-03-18,Honey Lavender Latte,5,6.68,33.42,16:35:03
2024-03-18,Turmeric Ginger Latte,11,6.64,73.03,16:35:40
2024-03-18,Cold Brew Concentrate,6,6.09,36.52,16:36:16
2024-03-18,Nitro Cold Brew,15,6.45,96.79,16:36:53
2024-03-18,Matcha Espresso Fusion,14,7.13,99.81,16:37:29
2024-03-18,Blue Pea Flower Tea,14,4.51,63.15,16:38:05
2024-03-18,Sourdough Toast,6,5.99,35.94,16:38:42
2024-03-18,Almond Butter Croissant,14,5.45,76.28,16:39:18
2024-03-18,Vegan Morning Bun,3,5.87,17.61,16:39:55
2024-03-19,Single-Origin Pour Over,8,5.72,45.72,16:40:31
2024-03-19,Oat Milk Latte,11,6.23,68.48,16:41:07
2024-03-19,Honey Lavender Latte,8,6.29,50.31,16:41:44
2024-03-19,Turmeric Ginger Latte,11,6.46,71.11,16:42:20
2024-03-19,Cold Brew Concentrate,14,5.74,80.42,16:42:57
2024-03-19,Nitro Cold Brew,13,6.39,83.04,16:43:33
2024-03-19,Matcha Espresso Fusion,17,7.12,121.07,16:44:09
2024-03-19,Blue Pea Flower Tea,16,4.49,71.82,16:44:46
2024-03-19,Sourdough Toast,16,6.32,101.09,16:45:22
2024-03-19,Almond Butter Croissant,13,5.13,66.65,16:45:59
2024-03-19,Vegan Morning Bun,8,5.67,45.37,16:46:35
2024-03-20,Single-Origin Pour Over,5,5.4,27.0,16:47:11
2024-03-20,Oat Milk Latte,13,6.26,81.36,16:47:48
2024-03-20,Honey Lavender Latte,16,6.61,105.71,16:48:24
2024-03-20,Turmeric Ginger Latte,11,6.14,67.56,16:49:01
2024-03-20,Cold Brew Concentrate,8,5.68,45.42,16:49:37
2024-03-20,Nitro Cold Brew,10,6.39,63.89,16:50:13
2024-03-20,Matcha Espresso Fusion,18,6.66,119.89,16:50:50
2024-03-20,Blue Pea Flower Tea,12,4.81,57.67,16:51:26
2024-03-20,Sourdough Toast,16,5.94,95.02,16:52:03
2024-03-20,Almond Butter Croissant,9,5.36,48.21,16:52:39
2024-03-20,Vegan Morning Bun,15,5.71,85.64,16:53:15
2024-03-21,Single-Origin Pour Over,15,5.42,81.33,16:53:52
2024-03-21,Oat Milk Latte,4,6.2,24.8,16:54:28
2024-03-21,Honey Lavender Latte,17,6.71,114.08,16:55:05
2024-03-21,Turmeric Ginger Latte,12,6.56,78.72,16:55:41
2024-03-21,Cold Brew Concentrate,6,5.72,34.33,16:56:17
2024-03-21,Nitro Cold Brew,20,6.46,129.24,16:56:54
2024-03-21,Matcha Espresso Fusion,15,6.63,99.41,16:57:30
2024-03-21,Blue Pea Flower Tea,14,4.45,62.31,16:58:07
2024-03-21,Sourdough Toast,18,6.36,114.42,16:58:43
2024-03-21,Almond Butter Croissant,10,5.52,55.21,16:59:19
2024-03-21,Vegan Morning Bun,16,5.62,89.84,16:59:56
2024-03-22,Single-Origin Pour Over,21,5.72,120.12,17:00:32
2024-03-22,Oat Milk Latte,17,6.1,103.74,17:01:09
2024-03-22,Honey Lavender Latte,5,6.57,32.84,17:01:45
2024-03-22,Turmeric Ginger Latte,8,6.31,50.51,17:02:21
2024-03-22,Cold Brew Concentrate,14,5.57,77.98,17:02:58
2024-03-22,Nitro Cold Brew,13,6.53,84.89,17:03:34
2024-03-22,Matcha Espresso Fusion,1,6.66,6.66,17:04:11
2024-03-22,Blue Pea Flower Tea,16,4.38,70.14,17:04:47
2024-03-22,Sourdough Toast,14,5.8,81.17,17:05:23
2024-03-22,Almond Butter Croissant,7,5.09,35.62,17:06:00
2024-03-22,Vegan Morning Bun,14,5.68,79.57,17:06:36
2024-03-23,Single-Origin Pour Over,12,5.43,65.13,17:07:13
2024-03-23,Oat Milk Latte,23,5.78,132.9,17:07:49
2024-03-23,Honey Lavender Latte,7,6.39,44.72,17:08:25
2024-03-23,Turmeric Ginger Latte,17,6.37,108.25,17:09:02
2024-03-23,Cold Brew Concentrate,7,5.64,39.46,17:09:38
2024-03-23,Nitro Cold Brew,11,6.6,72.57,17:10:15
2024-03-23,Matcha Espresso Fusion,9,6.68,60.08,17:10:51
2024-03-23,Blue Pea Flower Tea,13,4.43,57.58,17:11:27
2024-03-23,Sourdough Toast,17,6.1,103.65,17:12:04
2024-03-23,Almond Butter Croissant,12,5.05,60.57,17:12:40
2024-03-23,Vegan Morning Bun,21,5.91,124.16,17:13:17
2024-03-24,Single-Origin Pour Over,9,5.45,49.05,17:13:53
2024-03-24,Oat Milk Latte,22,5.79,127.43,17:14:29
2024-03-24,Honey Lavender Latte,18,6.82,122.72,17:15:06
2024-03-24,Turmeric Ginger Latte,5,6.3,31.52,17:15:42
2024-03-24,Cold Brew Concentrate,1,6.03,6.03,17:16:19
2024-03-24,Nitro Cold Brew,14,6.34,88.69,17:16:55
2024-03-24,Matcha Espresso Fusion,11,6.98,76.76,17:17:31
2024-03-24,Blue Pea Flower Tea,10,4.61,46.14,17:18:08
2024-03-24,Sourdough Toast,12,5.85,70.19,17:18:44
2024-03-24,Almond Butter Croissant,11,5.2,57.17,17:19:21
2024-03-24,Vegan Morning Bun,1,6.15,6.15,17:19:57
2024-03-25,Single-Origin Pour Over,6,5.62,33.69,17:20:33
2024-03-25,Oat Milk Latte,5,5.91,29.54,17:21:10
2024-03-25,Honey Lavender Latte,17,6.51,110.64,17:21:46
2024-03-25,Turmeric Ginger Latte,13,6.27,81.51,17:22:23
2024-03-25,Cold Brew Concentrate,15,6.01,90.22,17:22:59
2024-03-25,Nitro Cold Brew,10,6.01,60.14,17:23:35
2024-03-25,Matcha Espresso Fusion,11,6.85,75.35,17:24:12
2024-03-25,Blue Pea Flower Tea,5,4.55,22.76,17:24:48
2024-03-25,Sourdough Toast,8,5.88,47.02,17:25:25
2024-03-25,Almond Butter Croissant,11,5.61,61.68,17:26:01
2024-03-25,Vegan Morning Bun,6,5.69,34.15,17:26:37
2024-03-26,Single-Origin Pour Over,19,5.29,100.57,17:27:14
2024-03-26,Oat Milk Latte,12,6.01,72.08,17:27:50
2024-03-26,Honey Lavender Latte,11,6.63,72.89,17:28:27
2024-03-26,Turmeric Ginger Latte,15,6.09,91.39,17:29:03
2024-03-26,Cold Brew Concentrate,8,5.67,45.35,17:29:39
2024-03-26,Nitro Cold Brew,13,6.52,84.7,17:30:16
2024-03-26,Matcha Espresso Fusion,5,6.62,33.1,17:30:52
2024-03-26,Blue Pea Flower Tea,8,4.63,37.0,17:31:29
2024-03-26,Sourdough Toast,9,6.39,57.48,17:32:05
2024-03-26,Almond Butter Croissant,10,5.47,54.73,17:32:41
2024-03-26,Vegan Morning Bun,12,5.66,67.91,17:33:18
2024-03-27,Single-Origin Pour Over,6,5.38,32.31,17:33:54
2024-03-27,Oat Milk Latte,3,6.13,18.39,17:34:31
2024-03-27,Honey Lavender Latte,7,6.41,44.84,17:35:07
2024-03-27,Turmeric Ginger Latte,10,6.54,65.38,17:35:43
2024-03-27,Cold Brew Concentrate,9,5.57,50.14,17:36:20
2024-03-27,Nitro Cold Brew,9,6.47,58.23,17:36:56
2024-03-27,Matcha Espresso Fusion,12,6.57,78.85,17:37:33
2024-03-27,Blue Pea Flower Tea,18,4.41,79.35,17:38:09
2024-03-27,Sourdough Toast,7,5.97,41.82,17:38:45
2024-03-27,Almond Butter Croissant,7,5.21,36.48,17:39:22
2024-03-27,Vegan Morning Bun,8,5.6,44.8,17:39:58
2024-03-28,Single-Origin Pour Over,13,5.76,74.91,17:40:35
2024-03-28,Oat Milk Latte,13,6.1,79.26,17:41:11
2024-03-28,Honey Lavender Latte,5,6.59,32.97,17:41:47
2024-03-28,Turmeric Ginger Latte,11,6.03,66.34,17:42:24
2024-03-28,Cold Brew Concentrate,14,5.56,77.88,17:43:00
2024-03-28,Nitro Cold Brew,12,6.18,74.22,17:43:37
2024-03-28,Matcha Espresso Fusion,15,6.76,101.45,17:44:13
2024-03-28,Blue Pea Flower Tea,15,4.34,65.03,17:44:49
2024-03-28,Sourdough Toast,6,6.14,36.86,17:45:26
2024-03-28,Almond Butter Croissant,7,5.63,39.44,17:46:02
2024-03-28,Vegan Morning Bun,16,5.72,91.5,17:46:39
2024-03-29,Single-Origin Pour Over,19,5.7,108.35,17:47:15
2024-03-29,Oat Milk Latte,10,5.8,58.01,17:47:51
2024-03-29,Honey Lavender Latte,8,6.49,51.91,17:48:28
2024-03-29,Turmeric Ginger Latte,3,6.32,18.96,17:49:04
2024-03-29,Cold Brew Concentrate,13,5.65,73.4,17:49:41
2024-03-29,Nitro Cold Brew,9,6.34,57.05,17:50:17
2024-03-29,Matcha Espresso Fusion,7,6.92,48.44,17:50:53
2024-03-29,Blue Pea Flower Tea,14,4.73,66.28,17:51:30
2024-03-29,Sourdough Toast,13,6.11,79.45,17:52:06
2024-03-29,Almond Butter Croissant,6,5.63,33.77,17:52:43
2024-03-29,Vegan Morning Bun,10,5.94,59.45,17:53:19
2024-03-30,Single-Origin Pour Over,18,5.52,99.27,17:53:55
2024-03-30,Oat Milk Latte,8,5.88,47.02,17:54:32
2024-03-30,Honey Lavender Latte,8,6.55,52.41,17:55:08
2024-03-30,Turmeric Ginger Latte,9,6.01,54.11,17:55:45
2024-03-30,Cold Brew Concentrate,12,5.71,68.54,17:56:21
2024-03-30,Nitro Cold Brew,3,6.03,18.09,17:56:57
2024-03-30,Matcha Espresso Fusion,7,6.51,45.58,17:57:34
2024-03-30,Blue Pea Flower Tea,4,4.48,17.9,17:58:10
2024-03-30,Sourdough Toast,9,6.28,56.54,17:58:47
2024-03-30,Almond Butter Croissant,10,5.35,53.54,17:59:23
2024-03-30,Vegan Morning Bun,12,5.6,67.19,18:00:00
